BUILDING IRN,BUILDING NAME,DISTRICT IRN,DISTRICT NAME,ADDRESS,CITY,STATE,ZIP CODE,PHONE,PRINCIPAL,COUNTY,GRADE SPAN,INDICATORS MET GRADE,PERFORMANCE INDEX SCORE GRADE,4-YEAR GRADUATION RATE GRADE,5-YEAR GRADUATION RATE GRADE,OVERALL VALUE-ADDED GRADE,GIFTED VALUE-ADDED GRADE,LOWEST 20% VALUE-ADDED GRADE,SWD VALUE-ADDED GRADE,AMO GRADE,K-3 LITERACY IMPROVEMENT GRADE,ACHIEVEMENT COMPONENT GRADE,GRADUATION COMPONENT GRADE,PROGRESS COMPONENT GRADE,GAP CLOSING COMPONENT GRADE,K-3 LITERACY COMPONENT GRADE,PREPARED FOR SUCCESS GRADE
020263,Lewis F Mayer Middle School,043976,Fairview Park City,21200 Campus Drive,Fairview Park,OH,44126-2113,(440) 356-3510,Raymond M. Mohr,Cuyahoga,6-8,F,C,NR,NR,F,C,C,D,F,NR,D,NR,D,F,NR,NR
020289,Liberty Center Elementary School,047589,Liberty Center Local,PO Box 434,Liberty Center,OH,43532-0434,(419) 533-2604,Kelly M. Hartbarger,Henry,"K-4,P",D,B,NR,NR,C,C,D,D,F,C,C,NR,C,F,C,NR
020297,Liberty Center High School,047589,Liberty Center Local,PO Box 434,Liberty Center,OH,43532-0434,(419) 533-6641,Larry W. Black,Henry,9-12,F,D,B,B,F,D,C,D,F,NR,D,B,D,F,NR,C
020321,Liberty Early Childhood School,046110,Lakota Local,6040 Princeton Rd,Liberty Twp,OH,45011-9396,(513) 777-6194,Carrie J. Montgomery,Butler,K-1,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
020388,Liberty High School,050195,Liberty Local,1 Leopard Way,Youngstown,OH,44505-1385,(330) 759-2301,Rocco D. Adduci,Trumbull,9-12,F,D,B,B,F,NR,C,D,F,NR,D,B,D,F,NR,D
020404,Liberty Union Elementary School,046888,Liberty Union-Thurston Local,1000 S Main St,Baltimore,OH,43105-9755,(740) 862-4143,Linda C. Rainey,Fairfield,K-4,F,C,NR,NR,A,C,B,A,C,C,C,NR,B,C,C,NR
020420,Liberty Union High School,046888,Liberty Union-Thurston Local,500 W Washington St,Baltimore,OH,43105-1180,(740) 862-4107,Matthew R. Gallatin,Fairfield,9-12,F,D,A,A,F,D,F,F,F,NR,D,A,D,F,NR,D
020438,Liberty-Benton Elementary School,047449,Liberty-Benton Local,9190 County Road 9,Findlay,OH,45840-8811,(419) 422-9161,Brian J. Burkett,Hancock,K-5,D,B,NR,NR,C,C,D,F,F,B,C,NR,C,F,B,NR
020446,Liberty-Benton High School,047449,Liberty-Benton Local,9190 County Road 9,Findlay,OH,45840-8811,(419) 424-5351,Brenda C. Frankart,Hancock,9-12,F,C,A,A,A,NR,NR,NR,B,NR,C,A,A,B,NR,C
020453,Jackson Middle School,044156,Jackson City,21 Tropic St,Jackson,OH,45640-1966,(740) 286-7586,Mark R. Broermann,Jackson,"6-8,SN",F,C,NR,NR,A,C,A,B,F,NR,C,NR,B,F,NR,NR
020461,Licking Heights High School,048009,Licking Heights Local,4000 Mink St SW,Pataskala,OH,43062-9310,(740) 927-9046,Kenneth W. Kraemer,Licking,9-12,F,D,A,A,F,C,F,F,F,NR,D,A,D,F,NR,D
020479,Licking Valley Middle School,048017,Licking Valley Local,1379 Licking Valley Rd,Newark,OH,43055-9450,(740) 763-3396,Scott A. Beery,Licking,6-8,F,D,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
020487,Licking Valley High School,048017,Licking Valley Local,100 Hainsview Dr,Newark,OH,43055-7929,(740) 763-3721,Wesley D. Weaver,Licking,9-12,F,D,A,A,F,C,B,C,F,NR,D,A,D,F,NR,D
020503,Barberton Middle School,043539,Barberton City,477 4th St NW,Barberton,OH,44203-2030,(330) 745-9950,Joyce A. Walker,Summit,5-8,F,D,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
020594,Van Wert Middle School,044966,Van Wert City,10694 State Route 118,Van Wert,OH,45891-9243,(419) 238-0727,Mark A. Bagley,Van Wert,6-8,F,D,NR,NR,A,B,C,B,F,NR,D,NR,B,F,NR,NR
020644,Lincoln Elementary School,043836,Cuyahoga Falls City,3131 Bailey Rd,Cuyahoga Falls,OH,44221-1713,(330) 926-3803,Tracy L. Early,Summit,K-5,F,C,NR,NR,D,D,C,B,F,C,C,NR,C,F,C,NR
020701,Lincoln Elementary School,043984,Findlay City,200 W Lincoln St,Findlay,OH,45840-3138,(419) 425-8310,Mike Scoles,Hancock,K-5,F,C,NR,NR,A,C,B,B,F,C,C,NR,B,F,C,NR
020719,Arbor Elementary School,043950,Euclid City,20400 Arbor Avenue,Euclid,OH,44119,(216) 797-6200,Lawanda J. Johnson,Cuyahoga,K-5,F,D,NR,NR,A,NR,B,B,F,C,D,NR,A,F,C,NR
020735,Niles Primary School,044495,Niles City,960 Frederick St,Niles,OH,44446-2722,(330) 989-5091,Joanna L. Gatta,Trumbull,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,C,NR
020776,Wickliffe Elementary School,045088,Wickliffe City,1821 Lincoln Rd,Wickliffe,OH,44092-2416,(440) 943-0320,Rosemarie D. Rogers,Lake,"K-4,P",F,B,NR,NR,B,C,B,B,B,NR,C,NR,B,B,NR,NR
020784,Lincoln Elementary School,044974,Wadsworth City,268 N Lyman St,Wadsworth,OH,44281-1818,(330) 335-1460,Steven E. Brady,Medina,K-4,F,C,NR,NR,C,C,B,D,B,C,C,NR,C,B,C,NR
020792,Lincoln Elementary School,044818,Springfield City School District,1500 Tibbetts Ave,Springfield,OH,45505-3851,(937) 505-4260,Michael D. Wilson,Clark,K-6,F,F,NR,NR,C,NR,C,C,F,C,F,NR,C,F,C,NR
020859,Lincoln Elementary School,044198,Lakewood City,15615 Clifton Blvd,Lakewood,OH,44107-1447,(216) 529-4232,Sandra L. Kozelka,Cuyahoga,K-5,C,B,NR,NR,A,C,A,A,A,C,B,NR,B,A,C,NR
020875,Lincoln Elementary School,046961,Gahanna-Jefferson City,515 Havens Corners Rd,Gahanna,OH,43230-3161,(614) 478-5555,James A. Micciulla,Franklin,K-5,F,C,NR,NR,F,NR,C,D,B,C,C,NR,D,B,C,NR
020883,Lincoln High School,046961,Gahanna-Jefferson City,140 S Hamilton Rd,Gahanna,OH,43230-2919,(614) 478-5500,Robert J. Dodd,Franklin,9-12,F,C,A,B,A,A,C,F,F,NR,C,A,B,F,NR,D
020917,Lincoln Heights Elementary School,044677,Princeton City,1113 Adams St,Cincinnati,OH,45215-1901,(513) 864-2400,Dawn D. Bailey,Hamilton,"K-5,P",F,D,NR,NR,F,NR,D,C,F,NR,D,NR,D,F,NR,NR
020941,Gahanna East Middle School,046961,Gahanna-Jefferson City,730 Clotts Rd,Gahanna,OH,43230-1842,(614) 478-5550,Brad A. Barboza,Franklin,6-8,D,B,NR,NR,D,C,D,C,D,NR,C,NR,C,D,NR,NR
020974,Lincoln Park Elementary School,043802,Columbus City,579 E Markison Ave,Columbus,OH,43207-1372,(614) 365-5524,Karla R. Case,Franklin,"K-6,P",F,D,NR,NR,A,NR,B,C,F,C,F,NR,B,F,C,NR
020990,Lincolnview Jr/Sr High School,050369,Lincolnview Local,15945 Middle Point Rd,Van Wert,OH,45891-9769,(419) 968-2214,Bradley A. Mendenhall,Van Wert,7-12,F,C,A,A,A,C,B,C,F,NR,D,A,B,F,NR,D
021014,Lindbergh Elementary School,043802,Columbus City,2541 Lindbergh Dr,Columbus,OH,43223-3124,(614) 365-6727,Annette J. Tooman,Franklin,K-5,F,F,NR,NR,F,NR,F,F,F,C,F,NR,F,F,C,NR
021022,Linden STEM Academy (K-6),043802,Columbus City,2626 Cleveland Ave,Columbus,OH,43211-1648,(614) 365-6537,Adrean C. Winfrey,Franklin,"K-6,P",F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
021030,Linden-Mckinley STEM Academy,043802,Columbus City,1320 Duxberry Ave,Columbus,OH,43211-2283,(614) 365-5583,Duane R. Bland,Franklin,7-12,F,F,F,F,D,NR,B,C,F,NR,F,F,C,F,NR,F
021097,Litchfield Middle School,043489,Akron City,470 Castle Blvd,Akron,OH,44313-7508,(330) 873-3330,Dyan R. Floyd,Summit,6-8,F,F,NR,NR,F,F,F,F,F,NR,F,NR,F,F,NR,NR
021105,Little Hocking Elementary School,050500,Warren Local,95 Federal Rd,Little Hocking,OH,45742-5001,(740) 989-2000,Robin S. Carter,Washington,K-4,F,B,NR,NR,D,C,B,NR,B,B,C,NR,C,B,B,NR
021113,Little Miami High School,050443,Little Miami Local,3001 E US 22-3,Morrow,OH,45152,(513) 899-3781,Catherine H. Trevathan,Warren,9-12,D,C,A,A,A,A,A,A,D,NR,C,A,A,D,NR,C
021121,Little Miami Junior High School,050443,Little Miami Local,5290 Morrow-Cozaddale Road,Morrow,OH,45152-1031,(513) 899-3408,Ryan M. Cherry,Warren,7-8,F,C,NR,NR,F,D,C,C,D,NR,C,NR,D,D,NR,NR
021139,Buckeye Intermediate School,048470,Buckeye Local,3140 Columbia Rd,Medina,OH,44256-9411,(330) 722-8257,Kelli A. Knapp,Medina,"P,4-6",F,C,NR,NR,A,C,B,A,C,NR,C,NR,B,C,NR,NR
021147,Livingston Elementary School,043802,Columbus City,825 E Livingston Ave,Columbus,OH,43205-2672,(614) 365-5527,Stacy M. Macarthy,Franklin,"K-6,P",F,F,NR,NR,F,NR,F,F,F,C,F,NR,F,F,C,NR
021162,Loveland Early Childhood Center,044271,Loveland City,6740 Loveland Miamiville Rd,Loveland,OH,45140-8795,(513) 683-4200,Kyle G. Bush,Clermont,"K-1,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
021170,Lockland Elementary School,044230,Lockland Local,200 N Cooper Ave,Lockland,OH,45215-3011,(513) 563-5000,Robert J. Longworth,Hamilton,"H,K,1-6",F,D,NR,NR,A,NR,A,NR,F,D,F,NR,A,F,D,NR
021188,Lockland High School,044230,Lockland Local,249 W Forrer St,Lockland,OH,45215-3014,(513) 563-5000,Robert J. Longworth,Hamilton,9-12,F,D,F,C,C,NR,C,B,F,NR,F,D,B,F,NR,F
021204,Rodger O. Borror Middle School,045112,Wilmington City,275 Thorne Ave,Wilmington,OH,45177-1217,(937) 382-7556,Jeffrey P. Sherby,Clinton,6-8,F,D,NR,NR,A,A,A,C,F,NR,D,NR,B,F,NR,NR
021212,Logan Elm High School,049080,Logan Elm Local,9575 Tarlton Rd,Circleville,OH,43113-9448,(740) 474-7503,Nathan A. Smith,Pickaway,9-12,F,C,A,B,A,C,C,D,F,NR,D,B,B,F,NR,D
021220,Benjamin Logan High School,048074,Benjamin Logan Local,6609 State Route 47 E,Bellefontaine,OH,43311-9527,(937) 592-1666,Mark Butler,Logan,9-12,F,D,A,A,D,C,C,F,F,NR,D,A,C,F,NR,D
021246,Logan High School,044248,Logan-Hocking Local,14470 State Route 328,Logan,OH,43138-9444,(740) 385-2069,Kenneth D. Dille,Hocking,9-12,F,D,A,B,F,C,F,F,F,NR,D,A,D,F,NR,D
021253,Lohr Elementary School,049924,Perry Local,5300 Richville Dr SW,Navarre,OH,44662-9765,(330) 484-3924,Nicholas A. Huskins,Stark,K-4,F,B,NR,NR,C,C,C,F,D,B,C,NR,C,D,B,NR
021279,Lomond Elementary School,044750,Shaker Heights City,17917 Lomond Blvd,Shaker Heights,OH,44122-5009,(216) 295-4050,Carina R. Robinson,Cuyahoga,K-4,F,C,NR,NR,A,C,A,B,D,C,C,NR,B,D,C,NR
021287,London High School,044255,London City,336 Elm St,London,OH,43140-9220,(740) 852-5705,Chadwick R. Eisler,Madison,9-12,F,C,B,A,B,NR,C,D,B,NR,D,A,B,B,NR,D
021295,Southeastern Elementary School,049528,Southeastern Local,2003 Lancaster Rd,Chillicothe,OH,45601-8213,(740) 774-2003,Nicole M. Wills,Ross,K-4,F,C,NR,NR,A,NR,C,D,D,D,C,NR,B,D,D,NR
021311,Longcoy Elementary School,044164,Kent City,1069 Elno Ave,Kent,OH,44240-3361,(330) 673-6772,Janice Swan,Portage,K-5,F,B,NR,NR,A,A,A,C,C,C,C,NR,B,C,C,NR
021329,Longfellow Elementary School,043992,Fostoria City,619 Sandusky St,Fostoria,OH,44830-2717,(419) 436-4135,Kelli D. Bauman,Seneca,"K,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
021337,Longfellow Elementary School,044784,Sidney City,1250 Park St,Sidney,OH,45365-1143,(937) 497-2264,Francine A. Dembski,Shelby,K-5,F,D,NR,NR,F,NR,F,F,F,D,D,NR,F,F,D,NR
021378,Longfellow Elementary School,045104,Willoughby-Eastlake City,35200 Stevens Blvd,Eastlake,OH,44095-2336,(440) 975-3720,Allison P. Aber,Lake,"K-5,P",F,C,NR,NR,A,C,C,C,F,B,D,NR,B,F,B,NR
021386,Longfellow Elementary School,044909,Toledo City,1955 W Laskey Rd,Toledo,OH,43613-3527,(419) 671-3800,Yolanda N. Johnson,Lucas,K-8,F,D,NR,NR,B,NR,B,A,F,C,D,NR,A,F,C,NR
021394,Longfellow Alternative School,043844,Dayton City,245 Salem Ave,Dayton,OH,45406-5806,(937) 223-8239,Jack Johnson,Montgomery,"K,1-12,PS,UNG",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
021469,Lordstown Elementary School,050203,Lordstown Local,1776 Salt Springs Rd,Warren,OH,44481-9735,(330) 824-2572,James M. Vivo,Trumbull,K-6,A,B,NR,NR,F,C,NR,C,B,NR,B,NR,D,B,NR,NR
021477,Lordstown High School,050203,Lordstown Local,1824 Salt Springs Rd,Warren,OH,44481-9735,(330) 824-2581,James M. Vivo,Trumbull,7-12,F,C,B,B,F,F,NR,A,C,NR,C,B,D,C,NR,C
021519,Loudonville High School,045468,Loudonville-Perrysville Exempted Village,421 Campus Ave,Loudonville,OH,44842-1104,(419) 994-4101,John D. Lance,Ashland,9-12,F,C,A,A,A,NR,B,B,F,NR,D,A,A,F,NR,D
021527,Louis Agassiz School,043786,Cleveland Municipal,3595 Bosworth Rd,Cleveland,OH,44111-6036,(216) 838-6450,,Cuyahoga,K-8,F,D,NR,NR,F,NR,D,C,F,C,F,NR,D,F,C,NR
021543,Franklin D. Roosevelt,043786,Cleveland Municipal,800 Linn Dr,Cleveland,OH,44108-2755,(216) 838-2200,Sherie S. Turner,Cuyahoga,"P,K-8",F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
021550,Louisa May Alcott Elementary School,043786,Cleveland Municipal,10308 Baltic Rd,Cleveland,OH,44102-1631,(216) 838-6500,Eileen M. Stull Mangan,Cuyahoga,K-5,F,C,NR,NR,C,F,C,NR,F,C,D,NR,C,F,C,NR
021568,Louisville Elementary School,049874,Louisville City,415 N Nickelplate St,Louisville,OH,44641-1567,(330) 875-1177,MICHAEL T. NORRIS,Stark,K-5,C,B,NR,NR,C,F,B,A,D,NR,B,NR,B,D,NR,NR
021576,Louisville High School,049874,Louisville City,1201 S Nickelplate St,Louisville,OH,44641-2664,(330) 875-1438,Kenneth J. Faye,Stark,9-12,F,C,A,A,B,B,B,C,D,NR,C,A,B,D,NR,D
021584,Louisville Middle School,049874,Louisville City,1300 S Chapel St,Louisville,OH,44641-2323,(330) 875-5597,Jason V. Orin,Stark,6-8,F,C,NR,NR,A,A,B,A,F,NR,D,NR,A,F,NR,NR
021592,Loveland Middle School,044271,Loveland City,801 S Lebanon Rd,Loveland,OH,45140-9390,(513) 683-3100,Christopher M. Burke,Hamilton,7-8,D,C,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
021600,Loveland High School,044271,Loveland City,1 Tiger Trl,Loveland,OH,45140-1975,(513) 683-1920,Christopher J. Kloesz,Hamilton,9-12,F,C,A,A,A,A,A,A,D,NR,C,A,A,D,NR,C
021618,Loveland Primary School,044271,Loveland City,550 Loveland Madeira Rd,Loveland,OH,45140-2714,(513) 683-3101,Kevin A. Fancher,Hamilton,1-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,C,NR
021659,Stevan Dohanos Elementary School,044263,Lorain City,1625 E 32nd St,Lorain,OH,44055-1711,(440) 277-1008,Sean J. Wolanin,Lorain,K-5,F,D,NR,NR,F,NR,F,NR,F,C,D,NR,F,F,C,NR
021675,Lowell Elementary School,050484,Fort Frye Local,305 Market St,Lowell,OH,45744-7553,(740) 896-2523,Krista L. Ross,Washington,K-6,F,C,NR,NR,F,NR,D,NR,F,C,C,NR,D,F,C,NR
021683,Lowellville High School,048330,Lowellville Local,52 Rocket Place,Lowellville,OH,44436,(330) 536-8426,Dennis A. Hynes,Mahoning,7-12,F,C,A,A,C,NR,D,F,F,NR,D,A,C,F,NR,D
021709,Lucas Elementary School,049445,Lucas Local,84 Lucas North Rd,Lucas,OH,44843-9532,(419) 892-2338,Kari E. Case,Richland,"K-5,P",F,C,NR,NR,F,F,D,D,C,C,D,NR,D,C,C,NR
021717,Lucas High School,049445,Lucas Local,5 1st Ave,Lucas,OH,44843-9703,(419) 892-2338,Eric P. Teague,Richland,8-12,F,D,A,A,C,NR,D,NR,D,NR,D,A,C,D,NR,D
021725,Luckey Elementary School,050674,Eastwood Local,4700 Sugar Ridge Rd,Pemberville,OH,43450-9752,(419) 287-3200,Joe Wank,Wood,K-5,D,B,NR,NR,A,B,B,C,B,B,B,NR,B,B,B,NR
021766,Kean Elementary School,045120,Wooster City,432 Oldman Rd,Wooster,OH,44691-8540,(330) 345-6634,BRANDON R. COBB,Wayne,K-4,D,B,NR,NR,B,A,C,NR,F,C,C,NR,B,F,C,NR
021774,Lutz Elementary School,044016,Fremont City,1929 Buckland Ave,Fremont,OH,43420-3505,(419) 332-0091,Randall S. Macko,Sandusky,K-5,F,C,NR,NR,C,NR,D,NR,B,C,C,NR,C,B,C,NR
021816,Lynchburg-Clay High School,047639,Lynchburg-Clay Local,6762 State Route 134,Lynchburg,OH,45142-9154,(937) 364-2250,Linda E. Hatten,Highland,9-12,F,D,C,B,F,C,D,F,F,NR,D,C,D,F,NR,D
021857,John P Parker Elementary School,043752,Cincinnati City,5051 Anderson Pl,Cincinnati,OH,45227-1601,(513) 363-2900,Kimberly R. Mack,Hamilton,"K-6,P",F,C,NR,NR,D,NR,B,A,B,B,D,NR,C,B,B,NR
021931,Spinning Hills Middle School (5-6),048702,Mad River Local,5001 Eastman Ave,Dayton,OH,45432-1437,(937) 259-6635,Michael G. Combs,Montgomery,5-6,F,D,NR,NR,F,D,D,F,F,NR,D,NR,D,F,NR,NR
021949,Maddux Elementary School,047340,Forest Hills Local,943 Rosetree Ln,Cincinnati,OH,45230-4038,(513) 231-0780,Stephen D. Troehler,Hamilton,K-6,C,B,NR,NR,F,C,C,F,D,NR,B,NR,D,D,NR,NR
021956,Madeira High School,044289,Madeira City,7465 Loannes Dr,Cincinnati,OH,45243-1851,(513) 891-8222,David L. Kennedy,Hamilton,9-12,B,B,A,A,A,A,NR,C,A,NR,B,A,B,A,NR,A
021964,Madison Avenue Elementary School,047894,Riverside Local,845 Madison Ave,Painesville,OH,44077-5413,(440) 357-6171,Traci L. Shantery,Lake,K-5,D,B,NR,NR,F,F,C,C,A,C,B,NR,D,A,C,NR
022038,Madison Middle School,047886,Madison Local,6079 Middle Ridge Rd,Madison,OH,44057-2805,(440) 428-1196,Thomas V. Brady,Lake,6-8,F,C,NR,NR,F,B,D,C,F,NR,D,NR,D,F,NR,NR
022046,Madison Elementary School,046979,Groveport Madison Local,4600 Madison School Dr,Columbus,OH,43232-5722,(614) 833-2011,Tricia A. Faulkner,Franklin,K-5,F,D,NR,NR,B,NR,C,C,F,C,D,NR,B,F,C,NR
022053,Licking Valley Elementary School,048017,Licking Valley Local,1510 Licking Valley Rd NE,Newark,OH,43055-8857,(740) 763-3525,Sherry K. Crum,Licking,"K,1-5,SN",F,C,NR,NR,F,F,D,C,F,NR,D,NR,D,F,NR,NR
022061,Madison Junior High,046128,Madison Local,5795 W Alexandria Rd,Middletown,OH,45042-8900,(513) 420-4760,Justin K. Smith,Butler,7-8,F,C,NR,NR,F,D,F,F,D,NR,D,NR,D,D,NR,NR
022087,Madison High School,046128,Madison Local,5797 W Alexandria Rd,Middletown,OH,45042-8900,(513) 420-4760,Justin K. Smith,Butler,9-12,F,C,A,A,C,B,B,B,F,NR,D,A,B,F,NR,D
022095,Buckeye Trail Elementary,069682,East Guernsey Local,65553 Wintergreen Rd,Lore City,OH,43755-9715,(740) 489-5100,Casey L. Tolzda,Guernsey,K-5,F,C,NR,NR,F,F,F,F,D,B,D,NR,F,D,B,NR
022103,Madison Middle School,049452,Madison Local,1419 Grace St,Mansfield,OH,44905-2742,(419) 522-0471,Jonathan M. Muro,Richland,5-8,F,C,NR,NR,A,C,C,C,F,NR,C,NR,B,F,NR,NR
022111,Madison High School,047886,Madison Local,3100 Burns Rd,Madison,OH,44057-2826,(440) 428-2161,"William J. Fisher, Jr.",Lake,9-12,F,C,B,B,B,C,C,F,D,NR,D,B,B,D,NR,D
022152,Madison South Elementary School,049452,Madison Local,700 S Illinois Ave,Mansfield,OH,44907-1835,(419) 522-4319,Wendy C. Scholl,Richland,"K-4,P",F,C,NR,NR,B,NR,A,A,F,B,C,NR,A,F,B,NR
022160,Madison-Plains High School,048272,Madison-Plains Local,800 Linson Rd,London,OH,43140-9751,(740) 852-0364,Matthew C. Unger,Madison,9-12,F,C,B,A,C,NR,C,C,D,NR,D,B,C,D,NR,D
022178,Madison High School,049452,Madison Local,600 Esley Ln,Mansfield,OH,44905-2718,(419) 589-2112,Robert S. Peterson,Richland,9-12,F,C,B,B,A,C,A,C,C,NR,D,B,B,C,NR,D
022186,Trotwood-Madison High School,048694,Trotwood-Madison City,4440 N Union Rd,Trotwood,OH,45426-3706,(937) 854-4908,David L. White,Montgomery,9-12,F,F,D,D,F,B,C,F,F,NR,F,D,D,F,NR,F
022244,Mccormick Middle School,045658,Wellington Exempted Village,627 S Main St,Wellington,OH,44090-1345,(440) 647-2342,Craig P. Housum,Lorain,4-8,F,C,NR,NR,D,D,D,F,F,NR,D,NR,D,F,NR,NR
022251,Main Elementary School,047241,Beavercreek City,2942 Dayton Xenia Rd,Beavercreek,OH,45434-6306,(937) 429-7588,Sharma L. Nachlinger,Greene,K-5,C,B,NR,NR,B,D,B,B,C,C,B,NR,B,C,C,NR
022293,Maize Road Elementary School,043802,Columbus City,4360 Maize Rd,Columbus,OH,43224-1064,(614) 365-6040,Nichole R. Cavinee,Franklin,"K-5,P",F,D,NR,NR,F,NR,F,D,F,D,D,NR,D,F,D,NR
022301,Mansfield Middle School,044297,Mansfield City,124 N Linden Rd,Mansfield,OH,44906-2616,(419) 525-6307,Jason D. Goings,Richland,7-8,F,D,NR,NR,F,F,F,F,F,NR,F,NR,F,F,NR,NR
022319,Patrick Henry Elementary School,047597,Patrick Henry Local,E076 County Road 7,Hamler,OH,43524-8700,(419) 274-3015,Bryan M. Hieber,Henry,K-4,D,B,NR,NR,C,C,D,F,F,NR,C,NR,C,F,NR,NR
022350,Malvern Elementary School,046177,Brown Local,3242 Coral Rd NW,Malvern,OH,44644-9467,(330) 863-1355,Timothy J. Babiczuk,Carroll,K-5,F,C,NR,NR,F,B,C,D,C,B,C,NR,D,C,B,NR
022368,Malvern High School,046177,Brown Local,3242 Coral Rd NW,Malvern,OH,44644-9467,(330) 863-1355,Scott M. Bowling,Carroll,9-12,F,D,A,A,A,NR,C,C,D,NR,D,A,B,D,NR,D
022400,Manchester Middle School,050005,Manchester Local,760 W Nimisila Rd,Akron,OH,44319-4621,(330) 882-3812,James C. Miller,Summit,5-8,F,B,NR,NR,F,F,C,D,F,NR,C,NR,D,F,NR,NR
022418,Manchester High School,050005,Manchester Local,437 W Nimisila Rd,Akron,OH,44319-4964,(330) 882-3291,James R. France,Summit,9-12,F,C,A,A,F,F,NR,F,F,NR,D,A,F,F,NR,C
022459,Mann Elementary School,044818,Springfield City School District,521 Mount Joy St,Springfield,OH,45505-2852,(937) 505-4280,Kevin M. Schalnat,Clark,K-6,F,D,NR,NR,C,NR,C,C,F,C,D,NR,C,F,C,NR
022483,Mansfield Senior High School,044297,Mansfield City,124 N Linden Rd,Mansfield,OH,44906-2616,(419) 525-6369,Jose A. Hernandez,Richland,"9-12,SN",F,D,F,D,C,B,C,F,F,NR,D,D,C,F,NR,F
022525,Maple Dale Elementary School,044867,Sycamore Community City,6100 Hagewa Dr,Cincinnati,OH,45242-6231,(513) 686-1720,Ann Marie Reinke,Hamilton,K-4,B,A,NR,NR,B,B,NR,NR,A,C,A,NR,B,A,C,NR
022533,Maple Intermediate Elementary School,044529,North Olmsted City,24101 Maple Ridge Rd,North Olmsted,OH,44070-1356,(440) 779-3533,Demetrios J. Alexandrou,Cuyahoga,3-6,F,C,NR,NR,F,C,C,D,F,D,D,NR,D,F,D,NR
022541,Maple Elementary School,047183,Chardon Local,308 Maple Ave,Chardon,OH,44024-1040,(440) 285-4065,Kelly A. Moran,Geauga,K-5,D,B,NR,NR,A,A,NR,D,A,B,B,NR,B,A,B,NR
022558,Katherine Thomas Elementary School,045666,Windham Exempted Village,9032 Maple Grove Rd,Windham,OH,44288-1173,(330) 326-9800,SHERI L. Gross,Portage,"K-4,P",F,C,NR,NR,C,NR,C,NR,D,C,D,NR,C,D,C,NR
022566,Maple Heights High School,044305,Maple Heights City,5445 West Blvd,Maple Heights,OH,44137-2656,(216) 438-6400,Quarnitra L. Price,Cuyahoga,9-12,F,F,F,D,F,NR,D,F,F,NR,F,D,D,F,NR,F
022574,Maple Leaf Elementary School,044040,Garfield Heights City Schools,5764 Turney Rd,Garfield Heights,OH,44125-4067,(216) 662-3800,Jean M. Rizi,Cuyahoga,K-5,F,D,NR,NR,F,NR,D,C,F,D,D,NR,D,F,D,NR
022632,Maplehurst Elementary School,044560,Norwalk City,195 Saint Marys St,Norwalk,OH,44857-1654,(419) 668-6035,Kenneth A. Moore,Huron,"K-1,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
022640,Mapleton High School,045831,Mapleton Local,1 Mountie Dr,Ashland,OH,44805-8843,(419) 945-2188,Joseph L. Morabito,Ashland,9-12,F,D,B,B,B,C,C,C,D,NR,D,B,B,D,NR,D
022657,Maplewood Middle School,050211,Maplewood Local,4174 Greenville Rd,Cortland,OH,44410-9750,(330) 924-2431,Elizabeth A. Goerig,Trumbull,5-8,B,B,NR,NR,A,A,NR,A,B,NR,B,NR,A,B,NR,NR
022665,Maplewood Elementary School,044875,Sylvania Schools,6769 Maplewood Ave,Sylvania,OH,43560-1954,(419) 824-8613,John W. Duwve,Lucas,K-5,D,B,NR,NR,A,B,B,A,B,B,B,NR,A,B,B,NR
022681,Maplewood High School,050211,Maplewood Local,2414 Greenville Rd,Cortland,OH,44410-9648,(330) 637-8466,Gordon M. Hitchcock,Trumbull,9-12,C,B,A,A,C,C,NR,NR,A,NR,B,A,C,A,NR,C
022699,Maplewood Elementary School,050211,Maplewood Local,1699 Kinsman Rd NE,North Bloomfield,OH,44450-9505,(330) 583-2321,Kevin R. O'Connell,Trumbull,K-4,A,B,NR,NR,A,NR,NR,D,B,A,A,NR,B,B,A,NR
022764,Margaretta High School,046805,Margaretta Local,209 Lowell St,Castalia,OH,44824-9332,(419) 684-5351,Rodney R. Smith,Erie,6-12,F,D,A,A,F,D,C,C,F,NR,D,A,D,F,NR,D
022772,Mariemont High School,044313,Mariemont City,1 Warrior Way,Cincinnati,OH,45227-3823,(513) 272-7600,James J. Renner,Hamilton,9-12,D,B,A,A,A,A,D,D,A,NR,B,A,B,A,NR,A
